accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,roc_auc_ovr_macro,model
0.9416666666666667,0.9576611154480007,0.8822929219892344,0.9576611154480007,0.9114536342578244,0.9459839046261287,0.99383891002214,logistic_regression
0.995,0.9887349293086998,0.9932603293972777,0.9887349293086998,0.9909764585465711,0.9949825588536335,0.9999521450582961,random_forest
0.9983333333333333,0.9947089947089948,0.9993183367416497,0.9947089947089948,0.9969921528488571,0.9983275196178778,1.0,xgboost
0.9966666666666667,0.994025934599705,0.994025934599705,0.994025934599705,0.994025934599705,0.9966666666666667,0.9952145058296034,llm_hf_local
